Parameters;Iteration 0;Iteration 1;Iteration 2;Iteration 3;Iteration 4;Iteration 5;Iteration 6;Iteration 7;Iteration 8;Iteration 9;Iteration 10;Iteration 11;Iteration 12;Iteration 13;Iteration 14;Iteration 15;Iteration 16;Average
n_estimators:1| max_samples:0.2 | max_features:1.0;0.7580399532666104;0.668588116382983;0.6459587046233073;0.6693695638111938;0.7087177885086287;0.581437941441429;0.374430940527906;0.5418848167539267;0.6082205513784461;0.5986581497364429;0.5804526156024001;0.5425452159834943;0.5605271330548052;0.36953722667973987;0.4452133358865795;0.6787913145171446;0.5527543535751709;0.5814781012782476
n_estimators:1| max_samples:0.3 | max_features:0.1;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3669260358395946;0.5943666156882703;0.524239428728319;0.5198770885346649;0.276410998552822;0.288411544811097;0.28591830905455584;0.30511569343369555;0.4088013989828496;0.602955801936423;0.7119028505569849;0.395331466803529
n_estimators:1| max_samples:0.3 | max_features:0.2;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3669260358395946;0.5943666156882703;0.524239428728319;0.5198770885346649;0.276410998552822;0.288411544811097;0.28591830905455584;0.30511569343369555;0.4088013989828496;0.602955801936423;0.7119028505569849;0.395331466803529
n_estimators:1| max_samples:0.3 | max_features:0.3;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3669260358395946;0.5943666156882703;0.524239428728319;0.5198770885346649;0.276410998552822;0.288411544811097;0.28591830905455584;0.30511569343369555;0.4088013989828496;0.602955801936423;0.7119028505569849;0.395331466803529
n_estimators:1| max_samples:0.3 | max_features:0.4;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.4451484939391239;0.5088826672446264;0.5283739147967171;0.5657773368836909;0.3257338638443396;0.39349216246784413;0.35878939437658297;0.26896314405867505;0.36344300590397494;0.5496081631631948;0.5031215812354279;0.3910025233797008
n_estimators:1| max_samples:0.3 | max_features:0.5;0.7714948172710581;0.7190759008171171;0.6649496550438188;0.7026031125510144;0.6983826097907329;0.6185031185031185;0.42712577332764873;0.4863422570954181;0.35673798348926133;0.3742558805755091;0.28767361663519847;0.3069342030629609;0.29118230791040545;0.2145794725236882;0.27526848886715766;0.34055925230280587;0.44175927368402834;0.4692604543206436
n_estimators:1| max_samples:0.3 | max_features:0.6;0.7714948172710581;0.7190759008171171;0.6649496550438188;0.7026031125510144;0.6983826097907329;0.6185031185031185;0.42712577332764873;0.4863422570954181;0.35673798348926133;0.3742558805755091;0.28767361663519847;0.3069342030629609;0.29118230791040545;0.2145794725236882;0.27526848886715766;0.34055925230280587;0.44175927368402834;0.4692604543206436
n_estimators:1| max_samples:0.3 | max_features:0.7;0.571743397903626;0.5884578142492634;0.5619521064400563;0.6619982047681016;0.6225956319159665;0.6631519321333885;0.4375289210082204;0.6655241274930805;0.5061726903530609;0.4483411083263931;0.26412963578512483;0.320521568659307;0.28591830905455584;0.20911993565634368;0.3098215262326768;0.3478410466563117;0.4435914823631365;0.46520055523521253
n_estimators:1| max_samples:0.3 | max_features:0.8;0.571743397903626;0.5884578142492634;0.5619521064400563;0.6619982047681016;0.6225956319159665;0.6631519321333885;0.4375289210082204;0.6655241274930805;0.5061726903530609;0.4483411083263931;0.26412963578512483;0.320521568659307;0.28591830905455584;0.20911993565634368;0.3098215262326768;0.3478410466563117;0.4435914823631365;0.46520055523521253
n_estimators:1| max_samples:0.3 | max_features:0.9;0.7919362860443228;0.6970643689199935;0.672395754248975;0.7751856118791602;0.6549247671567621;0.7268258504092773;0.43672109487146027;0.5530009305147143;0.568826303210387;0.612010240182829;0.617920497327596;0.5675889296520535;0.5510810496934456;0.3903087632088958;0.3854461873441521;0.6272196217991279;0.5659569938258463;0.5996713676640588
n_estimators:1| max_samples:0.3 | max_features:1.0;0.7421442989557208;0.6595340373992574;0.7132546703344367;0.629661957429829;0.6921098294635731;0.7034176070127391;0.5327189281219927;0.5237149026847168;0.5645125754865314;0.6457750529896505;0.5852170552297398;0.5861405578635792;0.5791612154976202;0.3579405482653022;0.47378989431247587;0.6627472753230474;0.6542731848950281;0.6062419759567789
n_estimators:1| max_samples:0.4 | max_features:0.1;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3646419465447512;0.5874321505831968;0.4990929180541164;0.5280193192621441;0.276410998552822;0.288411544811097;0.28591830905455584;0.3303790006854615;0.41143250827966416;0.5715354507623311;0.6863998810431033;0.39208136453964465
n_estimators:1| max_samples:0.4 | max_features:0.2;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3646419465447512;0.5874321505831968;0.4990929180541164;0.5280193192621441;0.276410998552822;0.288411544811097;0.28591830905455584;0.3303790006854615;0.41143250827966416;0.5715354507623311;0.6863998810431033;0.39208136453964465
n_estimators:1| max_samples:0.4 | max_features:0.3;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3646419465447512;0.5874321505831968;0.4990929180541164;0.5280193192621441;0.276410998552822;0.288411544811097;0.28591830905455584;0.3303790006854615;0.41143250827966416;0.5715354507623311;0.6863998810431033;0.39208136453964465
n_estimators:1| max_samples:0.4 | max_features:0.4;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36402385221871175;0.6401947824873384;0.6032665486014955;0.611204384219909;0.27179917916547275;0.31545148496587344;0.3553238332986617;0.2527482259689365;0.35837531936325073;0.47637670604933446;0.538900402750168;0.3896102287429335
n_estimators:1| max_samples:0.4 | max_features:0.5;0.7986970549847291;0.6417499838831289;0.7282118987361609;0.6581002089270723;0.6939987759951041;0.633543764770351;0.36410457708151894;0.5004690538541624;0.3877886702545694;0.3336381970233082;0.34796126915899206;0.35668422566418817;0.29178470254957506;0.21550532175080195;0.3411400802033806;0.3157880965654568;0.3624532224532225;0.46891877081504246
n_estimators:1| max_samples:0.4 | max_features:0.6;0.7986970549847291;0.6417499838831289;0.7282118987361609;0.6581002089270723;0.6939987759951041;0.633543764770351;0.36410457708151894;0.5004690538541624;0.3877886702545694;0.3336381970233082;0.34796126915899206;0.35668422566418817;0.29178470254957506;0.21550532175080195;0.3411400802033806;0.3157880965654568;0.3624532224532225;0.46891877081504246
n_estimators:1| max_samples:0.4 | max_features:0.7;0.6599514933884107;0.6065273016945879;0.5033431820704941;0.6959728564566244;0.5957364537915067;0.6352457169536314;0.5174560281805679;0.6988470142832559;0.566561717048984;0.4479638371283179;0.26729230063834664;0.3382112484170269;0.28768744125687623;0.21780413815619432;0.3216485390962035;0.32651175123314535;0.40721801413473024;0.4761164137605238
n_estimators:1| max_samples:0.4 | max_features:0.8;0.6599514933884107;0.6065273016945879;0.5033431820704941;0.6959728564566244;0.5957364537915067;0.6352457169536314;0.5174560281805679;0.6988470142832559;0.566561717048984;0.4479638371283179;0.26729230063834664;0.3382112484170269;0.28768744125687623;0.21780413815619432;0.3216485390962035;0.32651175123314535;0.40721801413473024;0.4761164137605238
n_estimators:1| max_samples:0.4 | max_features:0.9;0.7459345421557997;0.6590653599348355;0.5805012378086764;0.743152493485195;0.7492247634647845;0.6554907531706418;0.4671165642462381;0.49653169855728185;0.479030759387716;0.615681230639942;0.6467282215977519;0.498617722595737;0.5806196446891065;0.4092425403294814;0.4132012574635525;0.6787858557306217;0.5979458276698295;0.58922767487807
n_estimators:1| max_samples:0.4 | max_features:1.0;0.6131781284962746;0.6378599671926106;0.7550635303467066;0.6412066936479233;0.6536997005134344;0.6933744004419441;0.43663041133769503;0.5319266580179909;0.5264722595096722;0.6427028646126633;0.6192020440251573;0.6131423240847094;0.5650329030400318;0.45030240762615437;0.4946192204545367;0.5547278732493602;0.5758718549416224;0.5885301906787346
n_estimators:1| max_samples:0.5 | max_features:0.1;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36783055005874316;0.6033634777090274;0.5200637421995317;0.42999874089274104;0.276410998552822;0.288411544811097;0.29298642533936653;0.3009464159394478;0.32322123576302475;0.4738706269083107;0.6431390370865693;0.3738795273412587
n_estimators:1| max_samples:0.5 | max_features:0.2;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36783055005874316;0.6033634777090274;0.5200637421995317;0.42999874089274104;0.276410998552822;0.288411544811097;0.29298642533936653;0.3009464159394478;0.32322123576302475;0.4738706269083107;0.6431390370865693;0.3738795273412587
n_estimators:1| max_samples:0.5 | max_features:0.3;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36783055005874316;0.6033634777090274;0.5200637421995317;0.42999874089274104;0.276410998552822;0.288411544811097;0.29298642533936653;0.3009464159394478;0.32322123576302475;0.4738706269083107;0.6431390370865693;0.3738795273412587
n_estimators:1| max_samples:0.5 | max_features:0.4;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.37067535269055324;0.527588813303099;0.5048198883815322;0.5603395997574288;0.4540726835059296;0.425947187141217;0.3181125955695384;0.24886921767505676;0.34317115178415863;0.5223372756866402;0.57950353902901;0.3935968514155812
n_estimators:1| max_samples:0.5 | max_features:0.5;0.7971615013046263;0.7096872153051927;0.6783899143077128;0.7239818157283232;0.7707970295295028;0.6273282179227667;0.37036589297227596;0.5767939880511039;0.5288649794565836;0.4244726351883489;0.39770988039226796;0.3383654831795732;0.31369798971482;0.2763276327632763;0.2618350804464657;0.40695031494159317;0.400785693847412;0.5060891332383438
n_estimators:1| max_samples:0.5 | max_features:0.6;0.7971615013046263;0.7096872153051927;0.6783899143077128;0.7239818157283232;0.7707970295295028;0.6273282179227667;0.37036589297227596;0.5767939880511039;0.5288649794565836;0.4244726351883489;0.39770988039226796;0.3383654831795732;0.31369798971482;0.2763276327632763;0.2618350804464657;0.40695031494159317;0.400785693847412;0.5060891332383438
n_estimators:1| max_samples:0.5 | max_features:0.7;0.6027345459489546;0.6162846531310203;0.5324936150155366;0.7475435244831796;0.5218767198679142;0.6363538735625459;0.4197441716525686;0.6467231768625352;0.543853861241391;0.3340666883561834;0.2737930939904976;0.3519036242565953;0.28761904761904766;0.20165738672459207;0.2920963097525169;0.35379672530124606;0.6372659119191428;0.4705768782167923
n_estimators:1| max_samples:0.5 | max_features:0.8;0.6027345459489546;0.6162846531310203;0.5324936150155366;0.7475435244831796;0.5218767198679142;0.6363538735625459;0.4197441716525686;0.6467231768625352;0.543853861241391;0.3340666883561834;0.2737930939904976;0.3519036242565953;0.28761904761904766;0.20165738672459207;0.2920963097525169;0.35379672530124606;0.6372659119191428;0.4705768782167923
n_estimators:1| max_samples:0.5 | max_features:0.9;0.7576376511655287;0.6776791086300571;0.6287142181329575;0.6258081298428908;0.7137865055047188;0.7001535213970447;0.47118881912593963;0.5836088112053452;0.5349139534779471;0.6507530053243964;0.5828343910158813;0.5138309471472999;0.526022228224055;0.2896861141768075;0.4229329104444738;0.5578644189736921;0.6092991633296236;0.5792184645363916
n_estimators:1| max_samples:0.5 | max_features:1.0;0.7459947181788138;0.5709778660776352;0.6674920845317641;0.6669081582519341;0.6176517930405725;0.5976865396508253;0.40096051336722976;0.5436721330118767;0.620593368926778;0.6249464638095352;0.577407358660504;0.5364526071893736;0.5891194674156135;0.37604103498407165;0.5224552429667519;0.5801304825269685;0.5504282397127305;0.5758187101354693
n_estimators:1| max_samples:0.6 | max_features:0.1;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3635949516332163;0.6412034626820646;0.563577032760697;0.45668921000989315;0.27662037037037035;0.288411544811097;0.29298642533936653;0.30105202478743337;0.453853108332017;0.6012177949626323;0.6902361364061178;0.39795007244915426
n_estimators:1| max_samples:0.6 | max_features:0.2;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3635949516332163;0.6412034626820646;0.563577032760697;0.45668921000989315;0.27662037037037035;0.288411544811097;0.29298642533936653;0.30105202478743337;0.453853108332017;0.6012177949626323;0.6902361364061178;0.39795007244915426
n_estimators:1| max_samples:0.6 | max_features:0.3;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3635949516332163;0.6412034626820646;0.563577032760697;0.45668921000989315;0.27662037037037035;0.288411544811097;0.29298642533936653;0.30105202478743337;0.453853108332017;0.6012177949626323;0.6902361364061178;0.39795007244915426
n_estimators:1| max_samples:0.6 | max_features:0.4;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3781537052908257;0.6217282262794962;0.5103335101317893;0.5227724353358649;0.42412778478352253;0.4871476534640933;0.297040810911815;0.26108638464250267;0.29635229027277404;0.48325729469123596;0.4491639727337668;0.3862866610634355
n_estimators:1| max_samples:0.6 | max_features:0.5;0.7288312254601312;0.7127504383888879;0.7403868976976027;0.6955539307416174;0.7578651405686911;0.5506711953936803;0.3758243903218811;0.4489706836397035;0.4182358028730029;0.3647901638531519;0.3359590656054472;0.33969047111459716;0.2895676641952923;0.2306551897642323;0.27642499261419984;0.4509459120822303;0.3908322852034234;0.47693855585398665
n_estimators:1| max_samples:0.6 | max_features:0.6;0.7288312254601312;0.7127504383888879;0.7403868976976027;0.6955539307416174;0.7578651405686911;0.5506711953936803;0.3758243903218811;0.4489706836397035;0.4182358028730029;0.3647901638531519;0.3359590656054472;0.33969047111459716;0.2895676641952923;0.2306551897642323;0.27642499261419984;0.4509459120822303;0.3908322852034234;0.47693855585398665
n_estimators:1| max_samples:0.6 | max_features:0.7;0.6926482004159279;0.6259151860811611;0.542686229325386;0.7213576956591942;0.5382990197164786;0.6322988674805119;0.470652585299592;0.6626727115716753;0.5829432504033624;0.27409562101853685;0.2771283406997398;0.3413670626199531;0.28884581871887627;0.20178219385621807;0.30424790517928063;0.352713561629284;0.6297805332399696;0.4787902813479499
n_estimators:1| max_samples:0.6 | max_features:0.8;0.6926482004159279;0.6259151860811611;0.542686229325386;0.7213576956591942;0.5382990197164786;0.6322988674805119;0.470652585299592;0.6626727115716753;0.5829432504033624;0.27409562101853685;0.2771283406997398;0.3413670626199531;0.28884581871887627;0.20178219385621807;0.30424790517928063;0.352713561629284;0.6297805332399696;0.4787902813479499
n_estimators:1| max_samples:0.6 | max_features:0.9;0.8174935170902913;0.7014733990759701;0.6876868894943186;0.6419215664999262;0.7223289162025479;0.7573951585188077;0.3946922642574816;0.4711490805520419;0.5587880696294028;0.6146267978680338;0.644537643207856;0.4825588697419651;0.5658986801866144;0.3963556218807925;0.3751236266206326;0.6162877840012819;0.565942600425359;0.589074146191372
n_estimators:1| max_samples:0.6 | max_features:1.0;0.6219463929404419;0.71058315845796;0.7317076339885763;0.6462349473770482;0.6925153122513081;0.6390930465808382;0.48556818652145695;0.6117329136597538;0.5730210961999042;0.5991919191919193;0.5336950807166567;0.5328918626251665;0.5070776090887817;0.41831078142383693;0.4439154595404595;0.5767472642482262;0.5975915903572271;0.5836367208923272
n_estimators:1| max_samples:0.7 | max_features:0.1;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36684694336955964;0.659721668924123;0.5153544387985954;0.4723931622153823;0.2762015055008686;0.288411544811097;0.29298642533936653;0.29759280735034727;0.5029641411220358;0.5762080468706459;0.6942897668739157;0.39874586004215606
n_estimators:1| max_samples:0.7 | max_features:0.2;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36684694336955964;0.659721668924123;0.5153544387985954;0.4723931622153823;0.2762015055008686;0.288411544811097;0.29298642533936653;0.29759280735034727;0.5029641411220358;0.5762080468706459;0.6942897668739157;0.39874586004215606
n_estimators:1| max_samples:0.7 | max_features:0.3;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36684694336955964;0.659721668924123;0.5153544387985954;0.4723931622153823;0.2762015055008686;0.288411544811097;0.29298642533936653;0.29759280735034727;0.5029641411220358;0.5762080468706459;0.6942897668739157;0.39874586004215606
n_estimators:1| max_samples:0.7 | max_features:0.4;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.3704679023990508;0.5929109553878535;0.5069260286851531;0.4258829121046732;0.4471984977670782;0.476461038961039;0.3174009023416988;0.2788118276781295;0.3440170678176;0.5349025974025974;0.4614835451521636;0.38777484971986786
n_estimators:1| max_samples:0.7 | max_features:0.5;0.7611299396923353;0.6753875314594955;0.7352085175361037;0.5389015671841063;0.7275027836825589;0.610250601388661;0.4443120680977753;0.4086958304128432;0.44998935179385074;0.3521750805585392;0.31218643793494094;0.4121404583375907;0.3015800862726158;0.23715916631948397;0.26835030232722346;0.4501319024909354;0.3268374741200828;0.471290535271126
n_estimators:1| max_samples:0.7 | max_features:0.6;0.7611299396923353;0.6753875314594955;0.7352085175361037;0.5389015671841063;0.7275027836825589;0.610250601388661;0.4443120680977753;0.4086958304128432;0.44998935179385074;0.3521750805585392;0.31218643793494094;0.4121404583375907;0.3015800862726158;0.23715916631948397;0.26835030232722346;0.4501319024909354;0.3268374741200828;0.471290535271126
n_estimators:1| max_samples:0.7 | max_features:0.7;0.5818866803830799;0.5752350981391604;0.7095655935676962;0.505118262321274;0.5482453950980881;0.6363090697072373;0.4112;0.63113958454669;0.5071460953127916;0.35428540501833894;0.27562756261299853;0.33993416216125927;0.2900684595978152;0.20614751598987946;0.2824880312111553;0.3558151452888295;0.6411312309051505;0.46184372305067317
n_estimators:1| max_samples:0.7 | max_features:0.8;0.5818866803830799;0.5752350981391604;0.7095655935676962;0.505118262321274;0.5482453950980881;0.6363090697072373;0.4112;0.63113958454669;0.5071460953127916;0.35428540501833894;0.27562756261299853;0.33993416216125927;0.2900684595978152;0.20614751598987946;0.2824880312111553;0.3558151452888295;0.6411312309051505;0.46184372305067317
n_estimators:1| max_samples:0.7 | max_features:0.9;0.7939028210581853;0.7430420778606198;0.639326897429058;0.7533954563272961;0.734294905243071;0.7007649434636547;0.3996701049639476;0.5342359410941027;0.436103065125878;0.6132393400399723;0.6314345633355405;0.5485570153279301;0.5346320574651104;0.41575757575757577;0.4030606126364841;0.6542199302584315;0.5073515248372317;0.5907640489543581
n_estimators:1| max_samples:0.7 | max_features:1.0;0.5768934344275954;0.6470472985432417;0.7754112540778899;0.6333148466245067;0.6561085503093725;0.6705766145641381;0.3537948460819152;0.6189582191678383;0.5759671628970948;0.5630547357477129;0.5820753439869193;0.5366887178768839;0.5999491151356899;0.3871598336789416;0.45980086098939515;0.5848555967194474;0.6915092830315174;0.5831273949329471
n_estimators:1| max_samples:0.8 | max_features:0.1;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36684694336955964;0.6085405869194153;0.5585816702426977;0.4768604061678238;0.27662037037037035;0.288411544811097;0.29298642533936653;0.2834595580733824;0.39295571509495364;0.6098559916090909;0.6688864379021953;0.39174793055533347
n_estimators:1| max_samples:0.8 | max_features:0.2;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36684694336955964;0.6085405869194153;0.5585816702426977;0.4768604061678238;0.27662037037037035;0.288411544811097;0.29298642533936653;0.2834595580733824;0.39295571509495364;0.6098559916090909;0.6688864379021953;0.39174793055533347
n_estimators:1| max_samples:0.8 | max_features:0.3;0.2724097788125728;0.30342713847868485;0.34141201264488935;0.31917211328976036;0.3212055389628021;0.2780825873520069;0.36684694336955964;0.6085405869194153;0.5585816702426977;0.4768604061678238;0.27662037037037035;0.288411544811097;0.29298642533936653;0.2834595580733824;0.39295571509495364;0.6098559916090909;0.6688864379021953;0.39174793055533347
