Parameters;Iteration 0;Iteration 1;Iteration 2;Iteration 3;Iteration 4;Iteration 5;Iteration 6;Iteration 7;Iteration 8;Iteration 9;Iteration 10;Iteration 11;Iteration 12;Iteration 13;Iteration 14;Iteration 15;Average
kernel:rbf | gamma:scale | nu:0.6;0.4181937066127823;0.40589057003551676;0.42708524356200117;0.40997033917899983;0.42606668126541186;0.4238467656857579;0.4367258670240137;0.4158150548354935;0.44103973757586024;0.43174768604680014;0.4500354358610914;0.5021153585691056;0.5009305363011741;0.4168980111955582;0.4797594670634076;0.5088379624010465;0.44343490145087633
kernel:rbf | gamma:scale | nu:0.65;0.43476060765926294;0.4261520881541415;0.44076386226936937;0.43065118888269716;0.4445815228947759;0.4434647062459437;0.4469967330882817;0.42806445853048836;0.45474580548593707;0.4467584100837681;0.4603921568627451;0.5116679912410423;0.5090812863096914;0.4371851864332846;0.49315810814395444;0.5034462340636888;0.45699189664681705
kernel:rbf | gamma:scale | nu:0.7;0.4456472034396556;0.4391687026449508;0.4550456433239015;0.43876017917907584;0.4558710750466485;0.45208542994520856;0.4639029493933432;0.44581430376056747;0.46330316606031446;0.46108391874413535;0.4667015562359654;0.5210833217350036;0.5287698412698413;0.45612155046826486;0.501911710292876;0.49229550240364406;0.4679728783714623
kernel:rbf | gamma:scale | nu:0.75;0.45659660021468396;0.45517782395373835;0.4606264095715039;0.45282894794955625;0.4625417572791361;0.46638461921952745;0.47758144479455955;0.4636328768269065;0.4714377986633021;0.47176727507545335;0.47149000947549996;0.5306942568605855;0.5338699065390007;0.4723163990871074;0.5130012944739786;0.480075050136727;0.47750140438257915
kernel:rbf | gamma:scale | nu:0.8;0.467835832717288;0.46577318090611464;0.4671720656602183;0.46967663752720473;0.4740924808372448;0.48232718226993776;0.48338763973206245;0.47941927129191575;0.4755179865054812;0.48694304652625847;0.481845149422905;0.5346850549123409;0.5301424473654506;0.47959841576862855;0.5102401236631505;0.4598114556122086;0.48427924816990064
kernel:rbf | gamma:scale | nu:0.85;0.4823791510603981;0.4770336418447464;0.48303467507990805;0.4851164323374341;0.4884844791576247;0.4963856791312256;0.48884063376188686;0.49138671982151677;0.4817435361160428;0.4926400421432612;0.4831562929972131;0.5330252653634688;0.540112673178525;0.4913703388485477;0.5082237264110074;0.4365293876238973;0.491216417179794
kernel:rbf | gamma:scale | nu:0.005;0.266405538590855;0.1726982263954095;0.18341594671307518;0.1501142449556923;0.14011021007584173;0.14897037424167897;0.13869583734220836;0.11879309133783608;0.13126626724922646;0.12387383783264791;0.1284568874805414;0.2202333178513614;0.19327250705037793;0.0982766352745211;0.19062294035261163;0.3501306520179124;0.17220853217261234
kernel:rbf | gamma:scale | nu:0.01;0.26719348365367857;0.1726982263954095;0.18341594671307518;0.14977005914054406;0.14011021007584173;0.14897037424167897;0.1390737811366981;0.11879309133783608;0.13126626724922646;0.12387383783264791;0.12921629466519868;0.22070721407322616;0.19327250705037793;0.0982766352745211;0.18981839059153072;0.3501306520179124;0.17228668571558772
kernel:rbf | gamma:scale | nu:0.015;0.26666831924510215;0.17174983308701752;0.18341594671307518;0.14942564674676062;0.14011021007584173;0.14897037424167897;0.13945146898717642;0.11879309133783608;0.13126626724922646;0.12387383783264791;0.1307319837296731;0.2216539986099056;0.19327250705037793;0.09832227083131803;0.19072034577317903;0.3501306520179124;0.17240979709554555
kernel:rbf | gamma:scale | nu:0.02;0.26719348365367857;0.17206616429988417;0.18274792191407235;0.14942564674676062;0.14011021007584173;0.14897037424167897;0.1390279970475468;0.1183909723235566;0.13126626724922646;0.12387383783264791;0.12984087580694945;0.2216539986099056;0.19421268517752213;0.09958963066760083;0.19207092209762036;0.3532348030777989;0.1727297369263932
kernel:rbf | gamma:scale | nu:0.025;0.2669309675392039;0.1723822953217065;0.18274792191407235;0.14977005914054406;0.14011021007584173;0.14897037424167897;0.1394051523561237;0.119194926562777;0.13281025023886736;0.12387383783264791;0.13285106234356273;0.22367723743987442;0.19468226841478398;0.10043299318731122;0.19252048778196637;0.3537507589836059;0.1733819252109105
kernel:rbf | gamma:scale | nu:0.03;0.2669309675392039;0.1723822953217065;0.18241359920061814;0.14942564674676062;0.1405830002992341;0.14897037424167897;0.13978205248963413;0.11959647838591354;0.13165266106442577;0.12465658373467908;0.135097941845572;0.2250891228397135;0.1979599590596117;0.10337508830154264;0.19601532330475008;0.35664041870866103;0.1744107195677316
kernel:rbf | gamma:scale | nu:0.035;0.2661426253958356;0.17206616429988417;0.1830820376612533;0.1489641539833313;0.14171224042502506;0.14897037424167897;0.1405350885961742;0.11919774514622758;0.13281025023886736;0.1262188127330083;0.1391333621891983;0.2266271191346762;0.19994910675246183;0.10588498975409837;0.19672924543662645;0.35860453747527943;0.17541424084147667
kernel:rbf | gamma:scale | nu:0.04;0.26666831924510215;0.1723822953217065;0.182079069249668;0.149652187594304;0.14283919855625282;0.1501145163643188;0.1435370940574133;0.12039985926397748;0.1369985224902348;0.12775381723737708;0.14208871091372202;0.228371982101787;0.20204611834567782;0.10847134687731286;0.1995182657567242;0.3592541017192751;0.17701096281842837
kernel:rbf | gamma:scale | nu:0.045;0.2669309675392039;0.1723822953217065;0.18274792191407235;0.15136831679368323;0.14203811369509045;0.15083575217695927;0.14912261435703889;0.12279312269808196;0.13852460328897856;0.13007931243773704;0.1453945710458237;0.23117311428136947;0.20619677708634787;0.11140536223054298;0.2031009244992296;0.3616651869432853;0.17910993476932194
kernel:rbf | gamma:scale | nu:0.05;0.2669309675392039;0.173197280752212;0.18374964934014437;0.1506825416608957;0.1431627269777559;0.1538673587575169;0.15060267526085197;0.12356844846414472;0.14004654317927195;0.13390112704918034;0.14831649088742774;0.23408235798950214;0.20905852418943205;0.11428889639916431;0.20808305416423212;0.36748731329793083;0.18131412224430418
kernel:rbf | gamma:scale | nu:0.055;0.2661426253958356;0.17414474658227996;0.18341594671307518;0.15102554179566563;0.14417536007138926;0.1553771279169926;0.15501940928838598;0.12790567427772986;0.1418992001043015;0.1368840971455364;0.14997983710435134;0.23743289409468032;0.2113407111241722;0.11756385541551781;0.21426626412738037;0.37136384812180046;0.1836210712049434
kernel:rbf | gamma:scale | nu:0.06;0.26666831924510215;0.17540525039296712;0.18441643640091512;0.15124677614897802;0.14529229560945509;0.1583329207121569;0.15524495810400066;0.131819974189848;0.1441635478229555;0.14256160780952165;0.15538356028601452;0.24223809975242144;0.21427140740091932;0.12119311015398361;0.21949773938673106;0.37391809618206096;0.18635338122487694
kernel:rbf | gamma:scale | nu:0.065;0.26666831924510215;0.1760343135207385;0.18526993966786226;0.15465714911492806;0.14751945395074034;0.15870723588695332;0.1592491978956429;0.13529437844511766;0.1444413682785776;0.1466887678281955;0.15753020155798658;0.24643366981083592;0.21698156937173113;0.12319943884764087;0.22373812807752402;0.3743649865771637;0.18854863237979627
kernel:rbf | gamma:scale | nu:0.07;0.2669309675392039;0.1760343135207385;0.18545520295248388;0.1549969621858316;0.1515125852016096;0.162065037217777;0.16214336493823306;0.13838297736104274;0.149299364078234;0.15226804971629238;0.1619585142119611;0.2485338158172885;0.2224582989992789;0.12639105424439545;0.22630867506101077;0.37912597077140126;0.19149157211354892
kernel:rbf | gamma:scale | nu:0.075;0.26666831924510215;0.17509042199650138;0.18777005429781507;0.15622375815515793;0.15546382408227202;0.16540314635798287;0.1653814022235075;0.141454789449492;0.15331371843447705;0.1566235489954797;0.16631765527464498;0.2549806134135011;0.22759656488935953;0.13193277687424115;0.22849139655862344;0.3800530196971025;0.19454781312157876
kernel:rbf | gamma:scale | nu:0.08;0.2669309675392039;0.17553264833599563;0.1890883731490942;0.15824970223689083;0.15655495634309194;0.1690216400881928;0.16860070475656838;0.14489073817387094;0.1583820653384347;0.16201978275443135;0.17175983985583543;0.2578083623418955;0.23053963696241936;0.1354493606966078;0.2326227051497978;0.3809302310127949;0.19739885717094535
kernel:rbf | gamma:scale | nu:0.085;0.266405538590855;0.1751546962471457;0.19105982360073634;0.16026778324919308;0.15836875248335402;0.17012135240457837;0.17357179935819306;0.14977033786997404;0.1616570760878272;0.16411001564824595;0.17644641591578433;0.2688411059295943;0.2357715097223504;0.13737916906728123;0.23510405145221416;0.3831223457455301;0.20044698583580356
kernel:rbf | gamma:auto | nu:0.05;0.16732996634797487;0.1114520110240953;0.1176681586775335;0.10515111054951168;0.10958575337205395;0.11670446275469154;0.1257648657182836;0.11023542914497465;0.11717612844251309;0.11278580457287317;0.13064175857196836;0.21695196851466003;0.19715226516138368;0.11058355161312057;0.19413206014233414;0.35281102482056714;0.1497578949642837
kernel:rbf | gamma:auto | nu:0.1;0.18252135342204628;0.14652818008772656;0.16104828124851484;0.14689459967364488;0.15072577476333746;0.1620070088435312;0.168062071732823;0.14854501321317165;0.16447057466918896;0.16752967162099008;0.18141414141414142;0.26953260195134676;0.24193966593391508;0.14965496169123538;0.2488;0.3879919695578845;0.19235411686396864
kernel:rbf | gamma:auto | nu:0.15;0.2129997575411635;0.18486693372759164;0.20026803853901395;0.1838322545583213;0.19183841614869201;0.19939933573941057;0.20830531191795817;0.18612752145425843;0.20250840283829202;0.21703292896202125;0.23131272970876038;0.3151890430246884;0.2791773950031073;0.19581708851620355;0.2894419911682055;0.4247049204686817;0.2326763793322731
kernel:rbf | gamma:auto | nu:0.2;0.242817365529412;0.2150230007015185;0.23792010017471835;0.21180636484105064;0.22353953507835875;0.23413009902966975;0.24687222436640074;0.21494395982591402;0.24610992722447833;0.25270296712309376;0.2727500108747662;0.349386192803746;0.31699646668066384;0.22376147056091994;0.32485245289011;0.44063960289902826;0.26589073378774053
kernel:rbf | gamma:auto | nu:0.25;0.2722150325192259;0.24104599915296146;0.27054154995331464;0.24169279081291878;0.2502457781568225;0.264857503359941;0.2801802631864201;0.24992276799505717;0.28072177610398463;0.2881293618704064;0.30163622909834453;0.3765105449071114;0.35254786402418625;0.25838251362861886;0.3633470434463861;0.45490723184306037;0.2966802656286725
kernel:rbf | gamma:auto | nu:0.3;0.29378168352174383;0.27273841788862085;0.29982713335067596;0.2727611072986076;0.28127708999870343;0.29258630447085454;0.3071707047721036;0.2740496501447125;0.312663672780139;0.31529036924619813;0.33543643835053116;0.4016732737738993;0.375857835946677;0.28470040579610095;0.3843872533848609;0.4758699934340118;0.3237544583849025
kernel:rbf | gamma:auto | nu:0.35;0.32151671677360527;0.3006802350150633;0.32272237915277047;0.29955542738361735;0.30926972257617413;0.3195147844550027;0.33156715923779584;0.30076717544750475;0.33441301339856716;0.34248141795311604;0.359729351150403;0.43105918600392135;0.397890247736672;0.31056420303650073;0.40297489082969434;0.4857439749652972;0.34815311781973163
kernel:rbf | gamma:auto | nu:0.4;0.34263234857572267;0.3271058536834569;0.3482137646642429;0.3240264675804959;0.33522730154451874;0.34402168285226753;0.3534690146266359;0.3280186278007839;0.35747035561215046;0.36491746053595164;0.3851163310422345;0.45041324246832276;0.4325207376849203;0.3365672603774563;0.4231628133118122;0.4966037035146518;0.37184293536722657
kernel:rbf | gamma:auto | nu:0.45;0.36234006799543234;0.34638564744770833;0.37432619744340057;0.35064935064935066;0.35863476551990187;0.36837730523596524;0.3754142887407818;0.3519173654906547;0.38198676166839873;0.38041831249359226;0.40496517752734573;0.4625517667462179;0.452975562666476;0.35876521778385156;0.4495398596922859;0.5066921450642381;0.3928712370103501
kernel:rbf | gamma:auto | nu:0.5;0.3814217064434505;0.36643845758754995;0.39542484700904623;0.3729683502544001;0.3856840655758979;0.3867810848412479;0.40134251585067326;0.37236640018902845;0.40681007367376665;0.39860424820822593;0.4213496527137501;0.4771205665910474;0.47112686720051306;0.3796816479400749;0.4642616253300187;0.5099174833840261;0.41195622454954484
kernel:rbf | gamma:auto | nu:0.55;0.3982289361787973;0.3854677859843316;0.4104844851113508;0.3935528565694775;0.40476190476190477;0.41105420049463126;0.4157318376068376;0.39497135191866;0.42554821300694945;0.41374009473408835;0.4378862333844251;0.4831805356427744;0.48934206207573483;0.40495921322523326;0.4695394021268278;0.5153261982288818;0.42836095694068166
kernel:rbf | gamma:auto | nu:0.6;0.4173393860761185;0.4046066154381305;0.42312157831024483;0.4032313845783712;0.42176675234098926;0.42653637927125326;0.4289696999339708;0.4159776491210893;0.4418810013312907;0.4302579717183793;0.4473921591828384;0.4943761967749315;0.506809919416227;0.4282915350922323;0.4821795402616454;0.5078660396233372;0.44253773802944063
kernel:rbf | gamma:auto | nu:0.65;0.43169393589723837;0.4235176324184106;0.4361618877540783;0.42317056325561764;0.4377465825282633;0.4426564582197838;0.4454663348862049;0.4289636509303482;0.45994881469071147;0.4465998244989505;0.45763176561140145;0.5062370062370062;0.5191674234713504;0.4439532008322856;0.49334968140398505;0.49968510895100976;0.4559968669741653
kernel:rbf | gamma:auto | nu:0.7;0.44403937294932555;0.4393409836226293;0.4516469120100981;0.4433951465201465;0.4515037310102903;0.45671515811951;0.46079731282595243;0.4445815228947759;0.4620700999290145;0.4630584192439863;0.46829115701619556;0.518640350877193;0.5346509978062289;0.4582498372220923;0.497468450086904;0.49359457557046504;0.4680027517315505
kernel:rbf | gamma:auto | nu:0.75;0.4595426067507286;0.45172361012371;0.46347486277860256;0.4524882551462874;0.46603700882767146;0.46710140956843776;0.4725569371448105;0.4633355024400346;0.4685846707864669;0.4730654396900982;0.4768668549156354;0.5276288650644118;0.5382901059061619;0.4700744031969713;0.5056516120182385;0.4808519685827205;0.47732963205881174
kernel:rbf | gamma:auto | nu:0.8;0.46849585548952144;0.46454096708684084;0.4712629978745357;0.46917910733588897;0.4753322501717673;0.48215137071985376;0.48334979972723996;0.4766620062378048;0.48539019700040803;0.48632644289130905;0.4832037790523126;0.5345959680964899;0.5382248175776206;0.4737362347703843;0.5129038766556153;0.45924625672336095;0.4852876204631846
kernel:rbf | gamma:auto | nu:0.85;0.48075333933570963;0.4780518259064669;0.4841507177033493;0.4841583407201242;0.48767878471251086;0.4928002426294888;0.491614972936812;0.4949765863156345;0.4893319062927794;0.4864052437055571;0.48423736354179264;0.5292467948717949;0.5424642509415688;0.490281124951321;0.5044299416700402;0.43927105030685076;0.49124078040886254
kernel:rbf | gamma:auto | nu:0.005;0.1647222762330676;0.09210049738635477;0.09636746922889225;0.08558536936590985;0.08334034143469851;0.08389031946980732;0.08534305679711396;0.07981852867150804;0.08029976459519411;0.08987576844262296;0.0881302324479674;0.17025211361954173;0.15796427158812426;0.07594340841503791;0.14837250657433693;0.3230178182219094;0.11906398390575543
kernel:rbf | gamma:auto | nu:0.01;0.1643928809999872;0.09172518391363604;0.09636746922889225;0.08518228912911754;0.08296470383203822;0.08518626857777119;0.08910972241699372;0.08154884525204031;0.08248885730575156;0.08862123803099921;0.09060080520037109;0.17047008118310913;0.15645493087172632;0.07830774414015498;0.1496797343365814;0.3249426834856188;0.11987771486904931
kernel:rbf | gamma:auto | nu:0.015;0.16373345670390949;0.09210049738635477;0.09597164967093369;0.08717137369427905;0.0837656080208312;0.08610838265783882;0.08997541893145666;0.08542315944114909;0.0825887926708335;0.09029332977295035;0.09266934438559152;0.17512586300201707;0.16265424918757915;0.08268650971839117;0.1567949683552972;0.3317357769400775;0.12242489878371814
kernel:rbf | gamma:auto | nu:0.02;0.164873290784802;0.09172518391363604;0.09834229390681004;0.08952949316395062;0.08555490642231925;0.08954006912926384;0.09411939442361666;0.08628058917076259;0.08686350062506415;0.09362280206530749;0.09676300341261979;0.1830133543974337;0.16599186593901016;0.08573211413846946;0.16027789904848763;0.3331109938780443;0.12533379715122486
kernel:rbf | gamma:auto | nu:0.025;0.16421329794953662;0.09472015156147154;0.10109515173849878;0.09186922916900034;0.08892595097556977;0.09124828442574981;0.09823320921437628;0.08799162538396874;0.09151101488865367;0.09613259986834505;0.101199856191977;0.189785547995732;0.16700693762479651;0.08759050965903854;0.16450753640879712;0.3366100302186421;0.12829005832963464
kernel:rbf | gamma:auto | nu:0.03;0.164873290784802;0.09763840912529588;0.10422442798788562;0.09499090669908375;0.09105885279860218;0.09760936141810009;0.10314260112647208;0.0922936006979129;0.09693283661038282;0.09985251983685006;0.10715371484857775;0.19597681803830086;0.174512987012987;0.09327653335588929;0.17241136650821834;0.33892339544513456;0.13280447639340595
kernel:rbf | gamma:auto | nu:0.035;0.164873290784802;0.10022622196493278;0.10808476147809681;0.09574478300755605;0.09608051869852881;0.10435059895653243;0.10799086582646605;0.09860926456762704;0.10432418999944156;0.10352412228170993;0.11226350163601155;0.20291153050756378;0.18128518447184952;0.09591993229889703;0.17832287599082816;0.34350643834229855;0.1373761300508214
kernel:rbf | gamma:auto | nu:0.04;0.164873290784802;0.10316799391389034;0.11042979646409651;0.09919514226473947;0.1010433657960563;0.10849817314149879;0.11319304743349187;0.10281184051468027;0.10838273828981329;0.1067758472189088;0.11964785914365747;0.20603443103036972;0.1865114697835554;0.10268314549180328;0.182069415900957;0.3470393844725395;0.14139730885280377
kernel:rbf | gamma:auto | nu:0.045;0.164873290784802;0.1068218596105246;0.11538345765464698;0.10299362368961418;0.1035103510351035;0.1122055375009342;0.11793776168846475;0.10694794498799341;0.1127994321916366;0.10999985759997721;0.1261723820516848;0.21250841885329536;0.191993500377932;0.1076710518565564;0.18949117413782124;0.34961188487823125;0.14568259555620117
kernel:rbf | gamma:auto | nu:0.05;0.16732996634797487;0.1114520110240953;0.1176681586775335;0.10515111054951168;0.10958575337205395;0.11670446275469154;0.1257648657182836;0.11023542914497465;0.11717612844251309;0.11278580457287317;0.13064175857196836;0.21695196851466003;0.19715226516138368;0.11058355161312057;0.19413206014233414;0.35281102482056714;0.1497578949642837
kernel:rbf | gamma:auto | nu:0.055;0.1647222762330676;0.11647097301927249;0.12286323074704816;0.10962028248948727;0.1136;0.12237977963012267;0.12919371662042642;0.11232486717675784;0.12266510098592759;0.11516375710749113;0.13472409876707797;0.2217900722266225;0.20192712408427393;0.11428889639916431;0.19762583948246026;0.3560279170978956;0.15346174575419347
kernel:rbf | gamma:auto | nu:0.06;0.1660377505290676;0.11896219934032645;0.12963529314460365;0.11514865502595564;0.11558853802745284;0.12919651678606714;0.13372083713631489;0.11557608517734319;0.12772980558457786;0.12182787826413977;0.13882246053610847;0.22467007650137505;0.2044702562194459;0.117554254012528;0.20243973204542595;0.36144552071535496;0.15767661619038045
kernel:rbf | gamma:auto | nu:0.065;0.1681606263993711;0.12153799167349826;0.13443884616007565;0.11723333711776444;0.12151903919465218;0.131964445263678;0.13865058622215753;0.12119873452617771;0.1315325560829861;0.12765106042416968;0.14392775728639773;0.22713303605899096;0.2128097080413884;0.12239494499488317;0.20765069393118174;0.36468703576964273;0.16203064994668848
kernel:rbf | gamma:auto | nu:0.07;0.1701230002641329;0.1281108177185907;0.13810515325685557;0.12053040558587112;0.1254382410570659;0.13704963952919158;0.14236157010723485;0.12517634476836254;0.13574164255363166;0.13680226718324007;0.14881505906284417;0.23016419342280062;0.21887619855443025;0.12957270339997862;0.21207457637987143;0.36906648600475045;0.1667505186780533
kernel:rbf | gamma:auto | nu:0.075;0.17305260587078253;0.1320494700386699;0.14130713918849513;0.12553890320506245;0.12775381723737708;0.1397797836246079;0.14906149860410814;0.12911291129112912;0.14025235175219536;0.1431627269777559;0.1525287577919157;0.23626864246468932;0.22218872475128126;0.13352014521658317;0.2177174461106257;0.37111217626540816;0.17090044377441793
kernel:rbf | gamma:auto | nu:0.08;0.1737013712090759;0.13411450253850712;0.1472633943110298;0.1312860869703516;0.13197987826107838;0.1428291536050157;0.15157953757396014;0.1325995958106161;0.1454599444665146;0.15097207684255895;0.15848592761708463;0.24401710221001552;0.2246634476942696;0.13704963952919158;0.22495714845721637;0.37753205302576937;0.17553067875764095
kernel:rbf | gamma:auto | nu:0.085;0.17628828593353968;0.13604859994720342;0.14824464470873502;0.13449150210486524;0.13421472915691007;0.14775079064227967;0.15517284537785675;0.13565426170468187;0.1491826302127292;0.15391850414716268;0.16411447245038815;0.25221611927599397;0.22922521075873142;0.1405574309293055;0.23166758866556025;0.3800530196971025;0.17930003973206532
kernel:sigmoid | gamma:scale | nu:0.05;0.1112021547857877;0.08221717119239402;0.11538345765464698;0.09842480046496149;0.10182395749566915;0.08814102564102563;0.13294996772891843;0.08080928531679783;0.11917970590042395;0.1051758039537389;0.18120740521354772;0.19470526864893062;0.20435527774977316;0.10295570690692883;0.18698533196088524;0.34345951463315916;0.14056098970297431
kernel:sigmoid | gamma:scale | nu:0.1;0.15515218245352852;0.12265182707153886;0.1723206577614994;0.1386349028032729;0.15675881666196462;0.10854839669948446;0.1927460067052712;0.10625356858467691;0.16815354197810678;0.14540516449327937;0.26105581964093383;0.2365951919846203;0.26561823898535414;0.13934538393838433;0.2415606825057811;0.37696680542805416;0.18673544923098442
kernel:sigmoid | gamma:scale | nu:0.15;0.19508951406649616;0.15581048674573852;0.22054135272603437;0.17207192954701261;0.19785698436920834;0.131964445263678;0.2400959167820595;0.1258980447479394;0.2107492858540912;0.18649292704604087;0.3160140562248996;0.2781355675825345;0.31518962279202717;0.16617990396510132;0.2876034981678366;0.402077980793346;0.22511071979212777
kernel:sigmoid | gamma:scale | nu:0.2;0.23034578457257535;0.18967720939265814;0.26471072125170786;0.2154067857861591;0.2442493723231428;0.1515527745385432;0.27741463304003044;0.1476457077232271;0.24807375283286248;0.22317421460628317;0.35276009101512457;0.31070724876739414;0.3554602692140686;0.19833447326457576;0.33356188847378176;0.4224001115096282;0.26034218989448515
kernel:sigmoid | gamma:scale | nu:0.25;0.26326906713530107;0.22236717956131635;0.2994975225068044;0.2472905832596077;0.27793553408448307;0.1721666953713083;0.3061648055557922;0.16796023685184425;0.28046024794857055;0.2529552394645143;0.37440838579853075;0.34181630446229283;0.38499082809224316;0.22870944235937538;0.3602462219744367;0.4491832513913888;0.2893388466136131
kernel:sigmoid | gamma:scale | nu:0.3;0.2889131412892255;0.24998513676998624;0.3321937321937322;0.2805485348214509;0.3081347119771354;0.19477229578434496;0.332852172625657;0.19072703146081962;0.3062992213818798;0.2776349718404074;0.3952218917196518;0.3705811235175487;0.4101962080614515;0.25868326244302214;0.3866413808194471;0.46366172531571953;0.3154404088763425
kernel:sigmoid | gamma:scale | nu:0.35;0.3129261969207105;0.2834943342846542;0.3517226889080085;0.3090345782384976;0.3382607270939907;0.21221432755149092;0.3585311268752371;0.21514086798100074;0.3296332461434939;0.2963963300307319;0.409680390681672;0.39742425066103215;0.4285679221809223;0.29061775194094275;0.407574216227699;0.47753963615350337;0.3386724119920992
kernel:sigmoid | gamma:scale | nu:0.4;0.33697403504769513;0.3095119093282589;0.3750094998556022;0.33261208604386494;0.36758875156287735;0.23637527792103394;0.3812391716855045;0.24283275360658513;0.3548264672953946;0.3214271595735068;0.4269134666048929;0.4126220966481357;0.44902135698168655;0.3198269018364063;0.42254850047830417;0.48829390016833546;0.3611014584148803
kernel:sigmoid | gamma:scale | nu:0.45;0.3550750102702943;0.3328749973084294;0.39776242382573257;0.3568608897496932;0.3919630394667207;0.2591142990361792;0.3962407976120116;0.26308720445962286;0.3808906434367125;0.3379443561703586;0.43595542806707854;0.43447288760200053;0.4664171140553941;0.3427747663553079;0.4373259436110797;0.4886828739863884;0.37984016718831276
kernel:sigmoid | gamma:scale | nu:0.5;0.37774053657113754;0.35567206912158833;0.4138073105663855;0.3764654637510535;0.40759766175690465;0.28241897827255735;0.41181737477187086;0.290203754579145;0.40523173965338144;0.35652892023575805;0.4447581152280773;0.4602641331294292;0.4799537636729994;0.3618352450469239;0.44777924701050736;0.49687176189737114;0.3980591297040682
