Parameters;Iteration 0;Iteration 1;Iteration 2;Iteration 3;Iteration 4;Iteration 5;Iteration 6;Iteration 7;Iteration 8;Iteration 9;Iteration 10;Iteration 11;Iteration 12;Iteration 13;Iteration 14;Iteration 15;Iteration 16;Average
kernel:rbf | gamma:scale | nu:0.05 | ht:50 | alpha:0.1;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.4465666452412529;0.4052085275401575;0.4059655566417081;0.4235964769383943;0.5164638571500904;0.5733840396874733;0.5397351621407563;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5211680417644206;0.5004748832589955;0.4543607108742131
kernel:rbf | gamma:scale | nu:0.05 | ht:50 | alpha:0.2;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.4465666452412529;0.4020741787877137;0.4059655566417081;0.4235964769383943;0.5164638571500904;0.5733840396874733;0.5397351621407563;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5211680417644206;0.5004748832589955;0.454176337418187
kernel:rbf | gamma:scale | nu:0.05 | ht:50 | alpha:0.3;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.4465666452412529;0.39245971866646323;0.4059655566417081;0.4235964769383943;0.5164638571500904;0.39377698295204433;0.5397351621407563;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5211680417644206;0.5004748832589955;0.4430456599560294
kernel:rbf | gamma:scale | nu:0.05 | ht:50 | alpha:0.4;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.4465666452412529;0.39245971866646323;0.4059655566417081;0.4235964769383943;0.5164638571500904;0.39377698295204433;0.5397351621407563;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5211680417644206;0.5004748832589955;0.4430456599560294
kernel:rbf | gamma:scale | nu:0.05 | ht:50 | alpha:0.5;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.4465666452412529;0.391897956708616;0.4059655566417081;0.4235964769383943;0.5164638571500904;0.39377698295204433;0.5397351621407563;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5211680417644206;0.5004748832589955;0.4430126151349795
kernel:rbf | gamma:scale | nu:0.05 | ht:50 | alpha:0.6;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.4465666452412529;0.391897956708616;0.4059655566417081;0.3571766326079235;0.5164638571500904;0.39377698295204433;0.5397351621407563;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.511656341112266;0.5004748832589955;0.4385460536654134
kernel:rbf | gamma:scale | nu:0.05 | ht:50 | alpha:0.7;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.37253950263445096;0.391897956708616;0.3135993135993136;0.3571766326079235;0.5164638571500904;0.39377698295204433;0.4019108665899517;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5205375270317636;0.5004748832589955;0.42117331864891316
kernel:rbf | gamma:scale | nu:0.05 | ht:50 | alpha:0.8;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.37253950263445096;0.391897956708616;0.31263872962225303;0.3571766326079235;0.5164638571500904;0.39377698295204433;0.39425701495796484;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5183420504519665;0.5004748832589955;0.4205374414613341
kernel:rbf | gamma:scale | nu:0.05 | ht:50 | alpha:0.9;0.3390692954504625;0.45850813109069444;0.4279222215519495;0.4290603761139896;0.3938484495120623;0.37253950263445096;0.391897956708616;0.31165503286136476;0.3571766326079235;0.3722295379011091;0.39377698295204433;0.35033596911311576;0.3938654365212533;0.2700612498194407;0.3372566682670178;0.47543808738376947;0.5004748832589955;0.38677155374989763
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.1;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.451143489240298;0.4465666452412529;0.4026199189599613;0.4059655566417081;0.4235964769383943;0.5164638571500904;0.5733840396874733;0.5397351621407563;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5211680417644206;0.5004748832589955;0.4575787362358625
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.2;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.4465666452412529;0.4064282674704557;0.4059655566417081;0.4235964769383943;0.5164638571500904;0.5733840396874733;0.5397351621407563;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5211680417644206;0.5004748832589955;0.45443246028187767
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.3;0.3390692954504625;0.45850813109069444;0.6072793109415977;0.5974701231018825;0.3938484495120623;0.4465666452412529;0.40043440480630804;0.4059655566417081;0.4235964769383943;0.5164638571500904;0.5733840396874733;0.5397351621407563;0.3938654365212533;0.2700612498194407;0.3314668980609811;0.5211680417644206;0.5004748832589955;0.45407988012516315
