Parameters;Iteration 0;Iteration 1;Iteration 2;Iteration 3;Iteration 4;Iteration 5;Iteration 6;Iteration 7;Iteration 8;Iteration 9;Iteration 10;Iteration 11;Iteration 12;Iteration 13;Iteration 14;Iteration 15;Average
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.2;0.2708549312322897;0.1757198808207595;0.18758957787235503;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.17015699519439242;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.17670798017519268;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.2442981875986875
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.3;0.26981141455654245;0.1747753953902236;0.18626529225834915;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.18142412865176688;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.17093360043847505;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.2444344667237105
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.4;0.2692888757297621;0.17509042199650138;0.18626529225834915;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.16708332590016475;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.16472439283064086;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.2431371215624643
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.5;0.2677181200652816;0.17382912389693755;0.18474952137429695;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.1513412336235316;0.17190484065616957;0.14156436441489603;0.2952941249893384;0.1619870577040037;0.24237182536053664;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.22738035271539575
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.6;0.26719348365367857;0.17382912389693755;0.18474952137429695;0.2772324211791949;0.11714900652661697;0.2951349971372551;0.1513412336235316;0.17190484065616957;0.14118529401731658;0.2952941249893384;0.1573484994537626;0.2391602523761114;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.22578167638603502
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.7;0.26719348365367857;0.17382912389693755;0.18408314581276003;0.24443036638158588;0.11714900652661697;0.2951349971372551;0.15060267526085197;0.17190484065616957;0.140805967242687;0.2644167582358391;0.15339271546817745;0.23777916691078715;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.22135664190473103
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.8;0.26719348365367857;0.1735133020344288;0.18408314581276003;0.2120711037618851;0.11714900652661697;0.25898385769441506;0.15060267526085197;0.17190484065616957;0.14042638374537084;0.23664951886686178;0.15086047208947395;0.23731817503878783;0.20951559502444456;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.20734264137985278
kernel:rbf | gamma:scale | nu:0.05 | ht:100 | alpha:0.9;0.2669309675392039;0.173197280752212;0.18408314581276003;0.18909145397985744;0.11714900652661697;0.22132174757682646;0.15060267526085197;0.16297508988186954;0.14042638374537084;0.13466778607514768;0.14977163805100535;0.23639524311367346;0.20951559502444456;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.19645866970323372
kernel:rbf | gamma:scale | nu:0.05 | ht:1000 | alpha:0.1;0.30916617998426577;0.20463001240181894;0.19465553431254773;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.17015699519439242;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.18646826353287616;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.24955116385686948
kernel:rbf | gamma:scale | nu:0.05 | ht:1000 | alpha:0.2;0.2980123721737835;0.17959861126636636;0.18858066302606075;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.17015699519439242;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.17933254316856073;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.24646392631957342
kernel:rbf | gamma:scale | nu:0.05 | ht:1000 | alpha:0.3;0.2705942467376259;0.1769764276582274;0.18758957787235503;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.17015699519439242;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.1725615946115793;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.24410127989738695
kernel:rbf | gamma:scale | nu:0.05 | ht:1000 | alpha:0.4;0.2705942467376259;0.17540525039296712;0.18692784148666053;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.1723164714330942;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.16894385441023185;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.24387058129653688
kernel:rbf | gamma:scale | nu:0.05 | ht:1000 | alpha:0.5;0.27007248857885746;0.17509042199650138;0.18626529225834915;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.1652950404868057;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.1602076320330401;0.24521762958843607;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.23618524676092675
kernel:rbf | gamma:scale | nu:0.05 | ht:1000 | alpha:0.6;0.2692888757297621;0.17509042199650138;0.18526993966786226;0.27774587096886477;0.11714900652661697;0.2951349971372551;0.1513412336235316;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.15877992718746142;0.24007940605509892;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.23377210712855023
kernel:rbf | gamma:scale | nu:0.05 | ht:1000 | alpha:0.7;0.2674558677689367;0.17382912389693755;0.18441643640091512;0.24553139020541664;0.11714900652661697;0.2951349971372551;0.1513412336235316;0.17190484065616957;0.14118529401731658;0.2647058823529412;0.15411407279581077;0.2391602523761114;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.22168202631564438
kernel:rbf | gamma:scale | nu:0.05 | ht:1000 | alpha:0.8;0.26719348365367857;0.17382912389693755;0.18408314581276003;0.21266302506775067;0.11714900652661697;0.2595845884210134;0.15097207684255895;0.17190484065616957;0.14118529401731658;0.23664951886686178;0.1512229372550285;0.23731817503878783;0.20951559502444456;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.207530094561989
kernel:rbf | gamma:scale | nu:0.05 | ht:1000 | alpha:0.9;0.26719348365367857;0.1735133020344288;0.18408314581276003;0.1900291360659511;0.11714900652661697;0.22132174757682646;0.15060267526085197;0.1633386135963053;0.14042638374537084;0.13619796453336117;0.14977163805100535;0.23685686727927974;0.20951559502444456;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.19670064131704879
kernel:rbf | gamma:scale | nu:0.05 | ht:2000 | alpha:0.1;0.30576876288898674;0.20786473957093682;0.19498123193378666;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.17015699519439242;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.19833831793618464;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.25030323023801865
kernel:rbf | gamma:scale | nu:0.05 | ht:2000 | alpha:0.2;0.2972842698492816;0.17866324768396105;0.18989928477594512;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.17015699519439242;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.17773969150115937;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.24634282033054689
kernel:rbf | gamma:scale | nu:0.05 | ht:2000 | alpha:0.3;0.3145509381379495;0.1764738913657246;0.18758957787235503;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.17015699519439242;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.1725615946115793;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.24681716459162573
kernel:rbf | gamma:scale | nu:0.05 | ht:2000 | alpha:0.4;0.2703334325795;0.17540525039296712;0.18692784148666053;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.1726695383922359;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.16929401582591494;0.35092619305117234;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.24389823218508055
kernel:rbf | gamma:scale | nu:0.05 | ht:2000 | alpha:0.5;0.27007248857885746;0.17540525039296712;0.18626529225834915;0.2940574044051172;0.11714900652661697;0.2951349971372551;0.16636870206620036;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.1626972163601648;0.24703636898940437;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.23654129761742387
kernel:rbf | gamma:scale | nu:0.05 | ht:2000 | alpha:0.6;0.2692888757297621;0.17509042199650138;0.18474952137429695;0.27774587096886477;0.11714900652661697;0.2951349971372551;0.1582351087056304;0.17190484065616957;0.26229104622599075;0.2952941249893384;0.15877992718746142;0.24007940605509892;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.23417044817783358
kernel:rbf | gamma:scale | nu:0.05 | ht:2000 | alpha:0.7;0.2677181200652816;0.17382912389693755;0.18474952137429695;0.24580627705627706;0.11714900652661697;0.2951349971372551;0.1513412336235316;0.17190484065616957;0.14156436441489603;0.26414078923173606;0.15303168095032577;0.2391602523761114;0.3337733213804509;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.22165713941261161
kernel:rbf | gamma:scale | nu:0.05 | ht:2000 | alpha:0.8;0.2674558677689367;0.17382912389693755;0.18474952137429695;0.21266302506775067;0.11714900652661697;0.2595845884210134;0.1513412336235316;0.17190484065616957;0.14118529401731658;0.23664951886686178;0.1512229372550285;0.23731817503878783;0.2590819729277364;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.21070911295955524
kernel:rbf | gamma:scale | nu:0.05 | ht:2000 | alpha:0.9;0.26719348365367857;0.1735133020344288;0.18408314581276003;0.18940420555401935;0.11714900652661697;0.22132174757682646;0.15097207684255895;0.1633386135963053;0.14042638374537084;0.13466778607514768;0.14977163805100535;0.23685686727927974;0.20951559502444456;0.1350915058784974;0.25874409797001546;0.4133750980633867;0.19658903460527138
kernel:rbf | gamma:scale | nu:0.1 | ht:50 | alpha:0.1;0.2685040878422707;0.18271750524109015;0.19935219130144977;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.20383404982863784;0.195196343825044;0.1712772907792662;0.3126278561000395;0.20503230426332258;0.2824288090049054;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.253728789622086
kernel:rbf | gamma:scale | nu:0.1 | ht:50 | alpha:0.2;0.2692888757297621;0.18055871249777652;0.1970906304582592;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.19960195371578926;0.195196343825044;0.1717248650847911;0.3126278561000395;0.20294098509987638;0.28585378483074936;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.25334838769433987
kernel:rbf | gamma:scale | nu:0.1 | ht:50 | alpha:0.3;0.2669309675392039;0.18055871249777652;0.1970906304582592;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.19243290248013548;0.195196343825044;0.1717248650847911;0.3126278561000395;0.20132015884177198;0.2828525641025641;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2524640747935585
kernel:rbf | gamma:scale | nu:0.1 | ht:50 | alpha:0.4;0.26666831924510215;0.18024954447399835;0.19628206095058784;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.18003261827022646;0.195196343825044;0.17136840751635563;0.3126278561000395;0.1996945026731016;0.2824288090049054;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.25145241611416946
kernel:rbf | gamma:scale | nu:0.1 | ht:50 | alpha:0.5;0.26666831924510215;0.18055871249777652;0.19628206095058784;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.18003261827022646;0.195196343825044;0.17136840751635563;0.3112391604270955;0.19675604714031353;0.2820047964643865;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2511747913815149
kernel:rbf | gamma:scale | nu:0.1 | ht:50 | alpha:0.6;0.266405538590855;0.17994018348725915;0.19628206095058784;0.27942136884400426;0.13713838090163313;0.3130151416120313;0.17968419653751827;0.195196343825044;0.17136840751635563;0.2787425574687169;0.19544496072651601;0.2820047964643865;0.28878361357445675;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2428907490327521
kernel:rbf | gamma:scale | nu:0.1 | ht:50 | alpha:0.7;0.266405538590855;0.17994018348725915;0.19563203821966557;0.24281337719375778;0.13713838090163313;0.2855065316084323;0.17968419653751827;0.195196343825044;0.17136840751635563;0.2579546675027239;0.19445956917134308;0.28158052604813516;0.2471220348267964;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.23485163934088674
kernel:rbf | gamma:scale | nu:0.1 | ht:50 | alpha:0.8;0.2661426253958356;0.17994018348725915;0.19563203821966557;0.21945898279729006;0.13713838090163313;0.17850780381432685;0.17968419653751827;0.195196343825044;0.17136840751635563;0.1791992752800585;0.1941307083489681;0.28158052604813516;0.24669636285770702;0.18296925522144505;0.2984110481118351;0.44137093942585937;0.22171419236180856
kernel:rbf | gamma:scale | nu:0.1 | ht:50 | alpha:0.9;0.2661426253958356;0.17994018348725915;0.1953067331500642;0.19694851903547334;0.13713838090163313;0.17850780381432685;0.17968419653751827;0.195196343825044;0.17136840751635563;0.1791992752800585;0.1928132731823136;0.28153262354793857;0.24669636285770702;0.18296925522144505;0.24598540227738808;0.419074627646816;0.21553150085482356
kernel:rbf | gamma:scale | nu:0.1 | ht:100 | alpha:0.1;0.27111548624244525;0.18333257973852227;0.19870699781787984;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.2056645609880851;0.195196343825044;0.1751804187268389;0.3126278561000395;0.23530790531028214;0.371534849374579;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.26170982461819164
kernel:rbf | gamma:scale | nu:0.1 | ht:100 | alpha:0.2;0.27007248857885746;0.1814850611201475;0.19773775873058938;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.20060668083960664;0.195196343825044;0.17234448799115668;0.3126278561000395;0.20760129136952732;0.28753717902528675;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.25399370895922535
kernel:rbf | gamma:scale | nu:0.1 | ht:100 | alpha:0.3;0.269027410566474;0.1814850611201475;0.19773775873058938;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.1890159349895807;0.195196343825044;0.1717248650847911;0.3126278561000395;0.20261720469877637;0.28369930369803453;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2526138709113017
kernel:rbf | gamma:scale | nu:0.1 | ht:100 | alpha:0.4;0.2685040878422707;0.18055871249777652;0.1970906304582592;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.1872995775893765;0.195196343825044;0.17136840751635563;0.3126278561000395;0.1996945026731016;0.2824288090049054;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.25209119520465495
kernel:rbf | gamma:scale | nu:0.1 | ht:100 | alpha:0.5;0.2669309675392039;0.18024954447399835;0.19628206095058784;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.18003261827022646;0.195196343825044;0.1717248650847911;0.31174571050164435;0.19708332602671041;0.2824288090049054;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2512727775902789
kernel:rbf | gamma:scale | nu:0.1 | ht:100 | alpha:0.6;0.266405538590855;0.18024954447399835;0.19628206095058784;0.27942136884400426;0.13713838090163313;0.3130151416120313;0.18003261827022646;0.195196343825044;0.17136840751635563;0.2792863918504935;0.19544496072651601;0.2820047964643865;0.28798860781772506;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2429161622417828
kernel:rbf | gamma:scale | nu:0.1 | ht:100 | alpha:0.7;0.266405538590855;0.17994018348725915;0.19563203821966557;0.24281337719375778;0.13713838090163313;0.28579186204095897;0.17968419653751827;0.195196343825044;0.17136840751635563;0.25824500768819025;0.19478823133308185;0.28158052604813516;0.26150077452357795;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.23580683137066882
kernel:rbf | gamma:scale | nu:0.1 | ht:100 | alpha:0.8;0.266405538590855;0.17994018348725915;0.19563203821966557;0.21945898279729006;0.13713838090163313;0.2548981771273896;0.17968419653751827;0.195196343825044;0.17136840751635563;0.23564190299851928;0.1941307083489681;0.2811559973227268;0.24669636285770702;0.18296925522144505;0.2984110481118351;0.441108832779724;0.22998977229024598
kernel:rbf | gamma:scale | nu:0.1 | ht:100 | alpha:0.9;0.2661426253958356;0.17994018348725915;0.19563203821966557;0.1975666978136949;0.13713838090163313;0.17850780381432685;0.17968419653751827;0.195196343825044;0.17136840751635563;0.1791992752800585;0.19314293128334872;0.28153262354793857;0.24669636285770702;0.18296925522144505;0.24598540227738808;0.419074627646816;0.21561107222662718
kernel:rbf | gamma:scale | nu:0.1 | ht:1000 | alpha:0.1;0.3076727642276422;0.1910422729739062;0.20494665069710277;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.2056645609880851;0.195196343825044;0.2795812527084124;0.3126278561000395;0.21328671328671328;0.371534849374579;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2700152162468047
kernel:rbf | gamma:scale | nu:0.1 | ht:1000 | alpha:0.2;0.2960685607782266;0.18527094517919035;0.20096180914946354;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.2056645609880851;0.195196343825044;0.2795812527084124;0.3126278561000395;0.21029823315650975;0.371534849374579;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2684934129391813
kernel:rbf | gamma:scale | nu:0.1 | ht:1000 | alpha:0.3;0.26981141455654245;0.18240968144847036;0.19773775873058938;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.19522714319783022;0.195196343825044;0.17340964981515894;0.3126278561000395;0.20294098509987638;0.28543230384315654;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2533427082740036
kernel:rbf | gamma:scale | nu:0.1 | ht:1000 | alpha:0.4;0.26981141455654245;0.18210166631843902;0.19741429165265328;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.18867308552265188;0.195196343825044;0.1712772907792662;0.3126278561000395;0.2000200218452633;0.2828525641025641;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2524165456543634
kernel:rbf | gamma:scale | nu:0.1 | ht:1000 | alpha:0.5;0.2692888757297621;0.18179345961956303;0.1970906304582592;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.18661155358403067;0.195196343825044;0.1717248650847911;0.3122518434486671;0.19708332602671041;0.2824288090049054;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2520099939093177
kernel:rbf | gamma:scale | nu:0.1 | ht:1000 | alpha:0.6;0.2685040878422707;0.18055871249777652;0.19611847961863665;0.2799377713270091;0.13713838090163313;0.3130151416120313;0.1855779235817283;0.195196343825044;0.17136840751635563;0.2792863918504935;0.1957730284834308;0.2824288090049054;0.28997443907980686;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.24360639694786188
kernel:rbf | gamma:scale | nu:0.1 | ht:1000 | alpha:0.7;0.26666831924510215;0.18055871249777652;0.1959571474005973;0.24364934977427397;0.13713838090163313;0.2860770604963034;0.18003261827022646;0.195196343825044;0.17136840751635563;0.257989646615898;0.19478823133308185;0.2820047964643865;0.26191628945946016;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.23601060861405046
kernel:rbf | gamma:scale | nu:0.1 | ht:1000 | alpha:0.8;0.266405538590855;0.18024954447399835;0.19563203821966557;0.21975378013556074;0.13713838090163313;0.2548981771273896;0.17968419653751827;0.195196343825044;0.17136840751635563;0.2365664054027254;0.1941307083489681;0.28158052604813516;0.2488220327588912;0.18296925522144505;0.2984110481118351;0.4414908555062659;0.2302685774203929
kernel:rbf | gamma:scale | nu:0.1 | ht:1000 | alpha:0.9;0.266405538590855;0.17994018348725915;0.19563203821966557;0.19787550896806316;0.13713838090163313;0.22326861249192176;0.17968419653751827;0.195196343825044;0.17136840751635563;0.1791992752800585;0.19380164860263277;0.2811559973227268;0.24669636285770702;0.18296925522144505;0.29412520941219955;0.419074627646816;0.22147072418011882
kernel:rbf | gamma:scale | nu:0.1 | ht:2000 | alpha:0.1;0.3097234933821459;0.19134416770444848;0.20494665069710277;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.2056645609880851;0.195196343825044;0.2795812527084124;0.3126278561000395;0.21812521655065992;0.371534849374579;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2704646616936167
kernel:rbf | gamma:scale | nu:0.1 | ht:2000 | alpha:0.2;0.2968746503394784;0.18649157569566663;0.20064026923607908;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.2056645609880851;0.195196343825044;0.2795812527084124;0.3126278561000395;0.2096614120977103;0.371534849374579;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2685601853832778
kernel:rbf | gamma:scale | nu:0.1 | ht:2000 | alpha:0.3;0.2703334325795;0.18240968144847036;0.1983841115582518;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.19657689191787892;0.195196343825044;0.2795812527084124;0.3126278561000395;0.20503230426332258;0.28753717902528675;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2603980780745973
kernel:rbf | gamma:scale | nu:0.1 | ht:2000 | alpha:0.4;0.2695502103332974;0.18210166631843902;0.19773775873058938;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.18798675413981536;0.195196343825044;0.1717248650847911;0.3126278561000395;0.20099541503045484;0.28412228905884074;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.25254583464929137
kernel:rbf | gamma:scale | nu:0.1 | ht:2000 | alpha:0.5;0.2692888757297621;0.18210166631843902;0.1970906304582592;0.3005563554275761;0.13713838090163313;0.3130151416120313;0.18661155358403067;0.195196343825044;0.1717248650847911;0.3127575607309493;0.19839047853570713;0.2824288090049054;0.3651558838014416;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.2521425611899524
kernel:rbf | gamma:scale | nu:0.1 | ht:2000 | alpha:0.6;0.2685040878422707;0.1811764705882353;0.19628206095058784;0.2799377713270091;0.13713838090163313;0.3130151416120313;0.1855779235817283;0.195196343825044;0.1717248650847911;0.2803725130520672;0.19610089863014943;0.2824288090049054;0.28558353984475804;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.24349145251686743
kernel:rbf | gamma:scale | nu:0.1 | ht:2000 | alpha:0.7;0.2669309675392039;0.18055871249777652;0.19628206095058784;0.24364934977427397;0.13713838090163313;0.2855065316084323;0.18003261827022646;0.195196343825044;0.17136840751635563;0.25824500768819025;0.19511669509722213;0.2820047964643865;0.26191628945946016;0.18296925522144505;0.2984110481118351;0.44144413069138816;0.23604816222609132
kernel:rbf | gamma:scale | nu:0.1 | ht:2000 | alpha:0.8;0.26666831924510215;0.18024954447399835;0.19628206095058784;0.21975378013556074;0.13713838090163313;0.25520181428376687;0.18003261827022646;0.195196343825044;0.17136840751635563;0.2365664054027254;0.1941307083489681;0.28158052604813516;0.24967042384287;0.18296925522144505;0.2984110481118351;0.4414908555062659;0.23041940575528247
kernel:rbf | gamma:scale | nu:0.1 | ht:2000 | alpha:0.9;0.266405538590855;0.18024954447399835;0.19563203821966557;0.19787550896806316;0.13713838090163313;0.22326861249192176;0.17968419653751827;0.195196343825044;0.17136840751635563;0.1791992752800585;0.19380164860263277;0.2811559973227268;0.24669636285770702;0.18296925522144505;0.29412520941219955;0.419074627646816;0.22149005924179002
