Parameters;Iteration 0;Iteration 1;Iteration 2;Iteration 3;Iteration 4;Iteration 5;Iteration 6;Iteration 7;Iteration 8;Iteration 9;Iteration 10;Iteration 11;Iteration 12;Iteration 13;Iteration 14;Iteration 15;Iteration 16;Iteration 17;Iteration 18;Iteration 19;Iteration 20;Iteration 21;Iteration 22;Iteration 23;Iteration 24;Iteration 25;Iteration 26;Iteration 27;Iteration 28;Iteration 29;Iteration 30;Iteration 31;Iteration 32;Iteration 33;Iteration 34;Iteration 35;Iteration 36;Iteration 37;Iteration 38;Average
k:1 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.7149285411229327;0.774638191860751;0.7906535718111553;0.774945054945055;0.755647414193684;0.7482306507219888;0.7796347225160426;0.7851531681806911;0.7611833146512179;0.7523311228189522;0.7743265826041252;0.7729322293352174;0.7711784579642187;0.7573523966351704;0.7592319127604616;0.758944240052968;0.7604778506146164;0.7534985217108426;0.7596117622323528;0.7564811305548658;0.76425660379475;0.7821293227523008;0.7805520512398265;0.7794044303263279;0.7549526030625979;0.7688250476938616;0.7805350478227444;0.7670404412509462;0.7878037300246148;0.7621350267560723;0.7738472884334666;0.7819537685376892;0.7345475781648292;0.7561911023449486;0.7516737191330434;0.7817069942462287;0.771969713384277;0.7793710039068507;0.7411741260342435;0.7656782163127417
k:1 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.6962133277900227;0.7164448439277151;0.7556171400362663;0.7298656881359902;0.7456161782051782;0.738781024553512;0.7161878907689263;0.7382570710440952;0.7587976392015265;0.7061702069891949;0.7347647048245851;0.7264779861522885;0.6970103539067318;0.7463983334448832;0.7062441527430555;0.6801126893454716;0.7188824379806236;0.721835705879;0.7183893921307024;0.7354260891328054;0.710166597323348;0.7264238338838344;0.7149413491825942;0.7284949409406241;0.7201620647159468;0.7437523622829102;0.7277368849255921;0.7563412519635899;0.7566583678157439;0.7438391751459937;0.7165074306449741;0.7513368983957219;0.7043720781198827;0.7607241151701618;0.7209554118927977;0.7345524338442683;0.7226876528866756;0.723072657158947;0.7215377758152535;0.7274809266231137
k:1 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.2;0.6862459674246597;0.7411048346260373;0.7643637147050507;0.761020128417863;0.7224247046840229;0.7071080525759412;0.7835367328524285;0.766804587688734;0.7424839005249013;0.7831984355964252;0.8207664642516731;0.7566871796653623;0.7383160838514675;0.762687405626098;0.7502542865446091;0.7336109281692185;0.7513854368971764;0.7383350497090213;0.824517867271696;0.8210934628593503;0.7485619572595558;0.7813683144030288;0.756264014819148;0.7635783630506807;0.7469653431826511;0.7506570918989957;0.7468805704099821;0.8304547634813124;0.7948360952639681;0.7635441888619855;0.7520022053991723;0.8254114055522024;0.7929216867469879;0.7989256089240129;0.7507516367000332;0.7196720484127749;0.7627105626766538;0.7580173862225144;0.7397486684784128;0.762544029120149
k:1 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.2;0.7559626151785377;0.8021982750267188;0.7981169181503334;0.8013766280007424;0.8017059095508107;0.7988981879293393;0.78905930313649;0.8146707182700135;0.7868296692007397;0.7776930213821815;0.8201730483899088;0.8078142717121826;0.8072686643137603;0.804497872335306;0.8058784962225584;0.7730730586051044;0.7972597154273114;0.7903711974438525;0.8070505040773207;0.8190547007881704;0.8199000496732816;0.8093945182379758;0.7869875222816399;0.7991917815428164;0.7875521171037883;0.8100811509030577;0.7997904788068575;0.7770840269229735;0.8150860349468114;0.800682828878624;0.8117687126528016;0.8070838121082461;0.7896495796201063;0.7926902946306438;0.8031513747432381;0.8025487713176037;0.8045931304009475;0.7979306358883882;0.7866290651042569;0.7989935554078317
k:1 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.3;0.6865133933192116;0.6647328405229083;0.7209567365449744;0.7172621871382758;0.6219045346103781;0.7900593611355202;0.7738662891535288;0.7714285714285714;0.7437250774854766;0.7189483503027763;0.7495193931563463;0.7779726490275551;0.7298105414053461;0.670289522278046;0.7082530564673422;0.7079991957041137;0.714795008912656;0.7059826138039768;0.7314397258772172;0.7716279153404901;0.725577482790176;0.6950304031228887;0.7548222408329976;0.7804257311483386;0.7397993489681522;0.7529435200330354;0.6941802501605554;0.754356932305942;0.7710639228377196;0.7316471801234388;0.74119965909878;0.7285115470566111;0.7419309845773123;0.7251871729380955;0.7486118468813154;0.7257392045308438;0.7345054945054945;0.7497894527770442;0.7474699932803485;0.7312789572200974
k:1 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.3;0.7614010976672325;0.7938587552597525;0.7949658296784208;0.8014727746584807;0.8000327026164217;0.8156937697979181;0.8037176994293168;0.798294919721378;0.793905133715554;0.7741218249385219;0.8037197292204621;0.8012622672323559;0.806754082837623;0.7880789747951182;0.7970762012180274;0.771294046036584;0.7974306363291818;0.7942339324900478;0.7839409744822539;0.8112786772198594;0.8130936650234448;0.8149066983065474;0.7838267847260654;0.8024693158874233;0.788245934321939;0.7760788664678825;0.7907410100965747;0.788875822942608;0.8151891301638797;0.8071661632441449;0.8128396739728774;0.8104116007830962;0.7797208958856059;0.791852512637526;0.7907867938103321;0.7922518528619193;0.806005247968499;0.7903849165731968;0.7879105893886169;0.7957767052411973
k:2 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.7240827062778876;0.7765257768314545;0.760469472915237;0.757875279481106;0.7521248001533428;0.7844497240956468;0.787987732483616;0.7844488520312647;0.7769002804367708;0.7509204481351127;0.7840714661753092;0.779922575171024;0.7622739868117318;0.7885499225483672;0.7581434716855229;0.7690569015907012;0.7725939977397118;0.7487136616949723;0.7646338570646397;0.7739061320274496;0.754696478932328;0.7921777776556416;0.7671975608582197;0.7814922098753158;0.7628662724440606;0.7946717977194364;0.7690532758167645;0.7865476682775888;0.7850749022702381;0.7657002081760147;0.7603230306165362;0.760122313107267;0.7643450993206855;0.7790729589460377;0.7559841970718104;0.7711757524751652;0.7734233270467835;0.7724115855717755;0.7590404776033519;0.7695648189522023
k:2 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.7127745651080986;0.7421981004070557;0.7749563069014322;0.8080911680911681;0.7191051288266579;0.7499566561717048;0.7841421071758519;0.8107900993929001;0.7983229800038314;0.7981450081816088;0.7736396789444505;0.764640260601629;0.7090521311476039;0.728525159816058;0.7502421263830342;0.7397370525128718;0.6527044707333861;0.6266291209455176;0.7234642075357458;0.7299892219145961;0.7148103785318143;0.7494487873321307;0.71875;0.7448681267836532;0.7577132366245791;0.7548775815202696;0.7519743282455147;0.7633802342921283;0.7682731680486585;0.7353587695533367;0.7401145344123008;0.7645714236794062;0.7522329294627761;0.7570923308361897;0.7458189967932964;0.7763407492043999;0.7600855924039702;0.7452393909277908;0.7783173834236022;0.7481121408428466
k:3 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.6540301803459698;0.6895238095238095;0.7650070299432463;0.7018790139861331;0.7245397569103107;0.7221325731808247;0.7351186337419129;0.7275798191129998;0.7110892863522589;0.7040195821391411;0.7279173308415325;0.7262345420623341;0.7330723453798008;0.7003300512338945;0.6859811742509689;0.6717678029805709;0.6723438767234388;0.7216713184235464;0.7000069826767839;0.7244027920231739;0.7025986271071438;0.7299386072517102;0.7183244343851534;0.7166985096311433;0.6559326738273169;0.7024690835765754;0.6930062382611873;0.7322217073106753;0.7387226643320842;0.7246267373276001;0.6585651632039038;0.7037614731410722;0.6827276957570118;0.7136603415767597;0.7385377418709049;0.6511671173070721;0.6119055882192825;0.7270220588235294;0.6604787059859825;0.7041285402750964
k:3 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.6541662093434224;0.6577653899438475;0.5946152619070658;0.7770669995799473;0.7045124951123298;0.7430935198770292;0.6482290784516678;0.7096378161164917;0.7479495697499156;0.7307254063389386;0.7763087080407853;0.7241349189922914;0.6654991608100672;0.5242769765158952;0.5636810060221975;0.5310805173133083;0.46168051642743063;0.6689741433223351;0.7309184138936077;0.7086030746698264;0.5706201484503372;0.6077802022730318;0.74023101004887;0.5831722350349821;0.697300165848463;0.5339376646830684;0.7277677452591513;0.5648389904264578;0.6802930512491301;0.7452402384551369;0.6272828112829643;0.5920825379510953;0.5542170390112635;0.6292171228078759;0.679784815395946;0.7286015306691218;0.7383969405109135;0.7344583463615193;0.7703704696229745;0.6622695448146334
k:1 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.4;0.7037021125615419;0.7548560384271421;0.7165459437219199;0.6792587018867426;0.7619578235585067;0.7848743070478532;0.7836219780962113;0.7780409308222044;0.7436608336014776;0.6671957509935218;0.7570920073346996;0.7456455690873413;0.7282080944379238;0.6677931988354936;0.7225366201708884;0.7405125824376514;0.755556106415034;0.6774960308319598;0.7231581527340163;0.7158427380166608;0.7119702161175622;0.7494713450501769;0.7609957815314473;0.7622968985611792;0.6469494983777111;0.7269609470074123;0.6901870136975121;0.7738545607398066;0.7626366688738374;0.7211712755520809;0.7502457316774522;0.7490620467125697;0.7467534308427699;0.7598972602977205;0.724812479360936;0.6848564772995966;0.7763255585272503;0.7650817515504604;0.7208260411974864;0.7331259103588142
k:1 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.4;0.7710307543937074;0.7809072524588664;0.7971463276694498;0.8121116069204719;0.7933083098593803;0.8166670798112756;0.8073974776773676;0.7987019453867783;0.7806046119000059;0.7708654421236658;0.8096003411406736;0.7995950550578581;0.7957656644221679;0.7716749424799934;0.7930469286784528;0.7412879767497957;0.7920846904851637;0.7833150434516016;0.7670051390960974;0.8192212274835509;0.8066110909146411;0.818009375253549;0.7944001282581705;0.7996211527261323;0.7938484373711553;0.773092822573413;0.7875573876291075;0.7448962676389956;0.8278734075655609;0.8106882424542975;0.8063151415609237;0.7936552311727039;0.776756167307858;0.79931138389962;0.7950747789134274;0.803916237199652;0.8139636453667212;0.8108557026832114;0.7925145554978915;0.7935974095700862
k:4 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.6366045187029823;0.7243556632601339;0.7439724396824251;0.6968041498572676;0.7233697954679636;0.7563012707185937;0.7360774389397622;0.7199189713001296;0.707982090541613;0.6905613329942635;0.7152812701142586;0.7292400818984286;0.7258495058076617;0.7343943895466261;0.5976540265090939;0.6957720588235294;0.6914742149346255;0.7149162401984184;0.6865443990653048;0.7379421498283174;0.6984691002098655;0.7299818626158909;0.7253001889635706;0.5883265340812511;0.6963284751521597;0.6821104599074213;0.6951362420570633;0.7612515826857992;0.5933451071816994;0.7281374595984618;0.68541503281304;0.6993376235492561;0.7047115520751934;0.6796457882036916;0.7359292658148628;0.6905600935982041;0.7113477777721455;0.7139488490794128;0.7544579320650884;0.7035578701439865
k:4 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.6377033182387462;0.6622807017543859;0.7108214572063293;0.6639999999999999;0.6960565240076194;0.7552327958626985;0.7412073957540486;0.7085206509290278;0.7781940807456604;0.7127573411689363;0.6746028961691575;0.7462354873651718;0.7543731367587745;0.7438391751459937;0.7063730944514219;0.5079699626057171;0.7009261091782332;0.7398593313421331;0.7199979718772017;0.7389143594500738;0.7413468986541885;0.7668325070460302;0.74998980688665;0.7821853588171654;0.6771768754313217;0.508552838504068;0.6998558536022317;0.7700739842272677;0.6311666233541233;0.6431038858496418;0.7145267598796561;0.7684542002408077;0.7640362561124048;0.7261727069076043;0.7054967329770911;0.7347066505252808;0.7334361049555191;0.7305521859093287;0.7468995896336759;0.7101136310134714
k:5 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.6431261835991655;0.6933540625987017;0.753699872368385;0.733216479405685;0.7279591127352817;0.7472908166715506;0.7305982905982906;0.7316398072302699;0.7172886559428477;0.6946085929752681;0.7206600883473491;0.716468404573272;0.7251483070850719;0.7265485416432784;0.6982698879317468;0.6867597997877594;0.6774198922980459;0.71875;0.6880611508644775;0.7422730290678806;0.7021812698481407;0.5469069665298951;0.7077280055581783;0.6725028978684848;0.7316401023973036;0.6957569259587892;0.7017385531648284;0.7516124295229951;0.5831360099158671;0.7472426470588236;0.6818663838812302;0.6839241000135008;0.7381953306808798;0.6880840129119945;0.7307414652321735;0.70243286124238;0.6938495098955455;0.7148329919648534;0.7611364937545657;0.7053499982852502
k:5 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.6165587707225346;0.6058482467486502;0.7325247499757569;0.7174662372153472;0.7333510650871313;0.7602425780974543;0.726274912421727;0.691090938481252;0.6538378955857785;0.7127019695718835;0.5846582070205646;0.7028987199088987;0.7106027936107744;0.7251145385935607;0.7225971103650621;0.7143432392852078;0.6769681892935253;0.7412124592294504;0.7136000356000213;0.7216713184235464;0.7325760658470002;0.7542371338588412;0.7184898376916666;0.5524349413806937;0.6539349105303522;0.7443935646752711;0.711074830887344;0.7357600731237477;0.7434588599330565;0.7494811476212957;0.7161245998311061;0.7085633702071407;0.7014489170512539;0.7213362745235787;0.7222052690657619;0.7277574187235855;0.7273862726241481;0.7324978471573316;0.7338726846923569;0.7064255896067605
k:1 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.5;0.6328335831765304;0.6583835297055953;0.7141357357727591;0.731592642675346;0.7167622494343224;0.7550879682369467;0.6194166195706309;0.7202310909902061;0.7823458451388947;0.7430047028703647;0.7871402123794886;0.7568551108465065;0.7775217326139089;0.6703630098936564;0.7237080997326899;0.7699491269038479;0.7508477077716817;0.7845656089790515;0.7321656346904989;0.8060943952097559;0.7286108774281246;0.8120059391934984;0.6914365981046793;0.6948558989930447;0.7646095811792162;0.6788597993638366;0.8033979548792562;0.6810214777519327;0.7900023641362807;0.7810735500406034;0.7992300266655303;0.7913999696981009;0.7538913231924905;0.756157303107106;0.7224527773225415;0.7907235926871019;0.7468631451926508;0.7342706434349158;0.8024701331298156;0.742470193899831
k:1 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.5;0.7609062790565286;0.7913602941176471;0.789684200421836;0.811385522565381;0.7880211889556809;0.8001297323868035;0.8034646154527991;0.7952223018923936;0.7806556909380483;0.7680933729502677;0.7623572386539914;0.7980560989241302;0.7904905433112863;0.7374435037180425;0.7801841398776508;0.7574272681549791;0.7739926485248664;0.7990268669346309;0.7586653234560778;0.8120673277340786;0.8060366935183625;0.814967263170316;0.752756950192317;0.796105338939864;0.7982256489940408;0.7797286076999701;0.7896123250611174;0.7348180555153765;0.82176034800893;0.8064027612902631;0.8111592753931984;0.7936552311727039;0.7746051355447966;0.7984350143969982;0.7842748174983161;0.795208456741799;0.8118533766395759;0.790981550638203;0.787224424729007;0.7873447546967249
k:1 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.6;0.7253272118867844;0.8076014537905774;0.66622963070737;0.8002105762607877;0.7917109336684512;0.7964396275260253;0.7298994057786927;0.7825468117408907;0.6784193032325885;0.6990820375561884;0.7900996162527102;0.6866168538752744;0.7901221318414118;0.7028727263400049;0.7769245776185344;0.7681548956697031;0.7241107834571138;0.7840732423561927;0.7513559100228288;0.805593069553449;0.775989532503649;0.6820418036570974;0.7188809163583345;0.6674539541557782;0.7836380945316074;0.7826515641586373;0.7556092634009091;0.6661204054058496;0.8090185253840628;0.7972153065131199;0.780074873893036;0.7946510340290767;0.6651824953547246;0.7669166086923045;0.7234812638173416;0.6921022738595827;0.7985391107411238;0.6918145956607495;0.8017499112106906;0.7489877521144424
