Parameters;Iteration 0;Iteration 1;Iteration 2;Iteration 3;Iteration 4;Iteration 5;Iteration 6;Iteration 7;Iteration 8;Iteration 9;Iteration 10;Iteration 11;Iteration 12;Iteration 13;Iteration 14;Iteration 15;Iteration 16;Iteration 17;Iteration 18;Iteration 19;Iteration 20;Iteration 21;Iteration 22;Iteration 23;Iteration 24;Iteration 25;Iteration 26;Iteration 27;Iteration 28;Iteration 29;Iteration 30;Iteration 31;Iteration 32;Iteration 33;Iteration 34;Iteration 35;Iteration 36;Iteration 37;Iteration 38;Average
k:1 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.4313677246507559;0.453238196779573;0.45384489085258034;0.4593696720489419;0.44481546691491447;0.45863666043395906;0.4581105279470807;0.4333661097679789;0.4554897080095769;0.45058171902682675;0.44601150112871746;0.4372580107376888;0.45332564419656585;0.47919511680488747;0.4438720245171858;0.4334767649236153;0.43306945059742796;0.44679601780769096;0.44217881266647174;0.4390895456238485;0.4733692270464602;0.47582318066032897;0.4444696055350162;0.44751381215469616;0.4434786008020424;0.43763563206074024;0.4650233023756646;0.4407679490552419;0.4444696055350162;0.4564332980703179;0.4477227058188785;0.44464699743691627;0.45180578246745356;0.4551340080447783;0.4595113983040669;0.4421212315357058;0.43462524107685396;0.4566616447432278;0.42905505252693515;0.44880414976119554
k:1 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.4518789117706441;0.45353253505860036;0.4678482649769123;0.4582498372220923;0.45848885428798347;0.4641178612560125;0.48232487896855225;0.46584612105711853;0.46285400789135256;0.46998635451194753;0.44402897879619296;0.44711814138467043;0.4743368591443447;0.4684443952192765;0.4750243802236981;0.44645454451351246;0.44373634738206713;0.4600444505342657;0.4456264120866221;0.46885313531353134;0.47063805759457933;0.4651974411325218;0.459182211480462;0.45159215139277115;0.4566106482807775;0.4709820118438246;0.47272070957095713;0.46649553236778696;0.4717110675688675;0.4743368591443447;0.456386439256285;0.4600444505342657;0.46784433836226663;0.4794198153027551;0.4677718089371758;0.4546869210058191;0.44666998880396586;0.4510909451591519;0.4662347273845194;0.4620105486339101
k:1 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.2;0.43283125132844136;0.4343644938442097;0.4493507294450887;0.455342862327556;0.448708757922523;0.45468999818414535;0.4463937621832359;0.45051186501880036;0.4545796501786722;0.46764483984350064;0.4334711292497896;0.4303642163564343;0.4469967330882817;0.4682645479313738;0.44211712167513273;0.4438788390466376;0.43731799648680647;0.43552193231643055;0.43384982889254325;0.4602850993237737;0.44993201653551;0.4471632529692056;0.44893303829234893;0.4434786008020424;0.45291202587798707;0.46441105670891086;0.45456782505565263;0.43922318274142014;0.4459942468225517;0.46805880934217103;0.47989395503207655;0.44464018787029075;0.44419230288559575;0.43807506780650257;0.4643717388630625;0.45282706018902336;0.43652399798605335;0.43008772709203996;0.44092722286802466;0.44801792231753457
k:1 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.2;0.456925882662894;0.4580852454403497;0.4658748360514075;0.4656127488880197;0.44783493170589944;0.4589870916797997;0.4690242759276024;0.4666702490663371;0.4515005803349362;0.46998635451194753;0.44632046729747205;0.46808510638297873;0.46393258022018824;0.4866110171509762;0.46307060980303894;0.45255327136000906;0.4576334221781442;0.4690242759276024;0.4612056994438754;0.46807322291242676;0.4567901234567901;0.47515244435820686;0.4583209719401289;0.45209627293699794;0.47061634018155757;0.4612940781814235;0.4847721694535052;0.4699680945385357;0.4743368591443447;0.46873176011716394;0.4647658791919266;0.46947125383041755;0.4681851235366731;0.46254003711330455;0.474915379133871;0.45955260148919197;0.447964328011442;0.44651390014666403;0.46696604865892294;0.4635888598555633
k:1 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.3;0.4149757812554606;0.44433183524264175;0.4417015728926498;0.4559697765100045;0.4501307741417303;0.4533059626465417;0.45703686661708076;0.4745050364324688;0.45318309929569983;0.446464060493933;0.44032983228550643;0.4459230252415226;0.45427024857523174;0.4486449920530658;0.4424890512910073;0.42092023896866154;0.4317853496927788;0.44636252074115046;0.4390654948960851;0.46049481763641764;0.46883468834688347;0.46364942260694364;0.44666372979654334;0.45488960678478507;0.4491349214806933;0.465160087401255;0.45446453263274333;0.43864239653976467;0.44334350159203756;0.47001239915083465;0.4409561375408211;0.4654135890269889;0.45464771035328516;0.4315506231874263;0.4549837543234462;0.4482011357023898;0.43121270247229326;0.44075728705324957;0.4789005715805217;0.4493156188328858
k:2 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.4094039800815502;0.429819959950554;0.4287862467485838;0.43902439024390244;0.43641980462553226;0.4573234939343664;0.43865078270232305;0.43208698435735193;0.4481454010982655;0.44735256790511224;0.4255436096501831;0.4326064748105157;0.4223377638715544;0.4559015891569953;0.42971694172174363;0.4283636506893309;0.4291194738765071;0.4294855333230912;0.4338595192177045;0.4255956827431966;0.4323130784899189;0.4617625688668797;0.44013961835201776;0.4264540704135302;0.43139180495357504;0.4414717563989409;0.44179655034438997;0.431733533144039;0.43152259877918786;0.44433183524264175;0.4580989139331666;0.4303527619154126;0.46526721515486724;0.44009267431597526;0.44906319137168144;0.4272670111266027;0.4248316102756892;0.4375863510712197;0.4405747494583685;0.43681014729016593
k:2 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.4342868416077034;0.45311847708107206;0.44561949501520665;0.456241817295144;0.44028187156491116;0.436947210451172;0.45064086666896874;0.45349542630745926;0.4552845528455285;0.4652428709253917;0.42946202443572407;0.4456657986312138;0.43533438520402346;0.4522997489460471;0.44519299358009035;0.4416836256083554;0.4342585441007597;0.4522281724834818;0.4259598846021375;0.43725434521524636;0.4406603554164405;0.46960245070083384;0.44134078212290506;0.44270040331176636;0.4511935208866155;0.45291202587798707;0.4563109438686981;0.4453271687574045;0.45372561835958475;0.467479674796748;0.4417015728926498;0.4560209493427787;0.4386443635617106;0.4444444444444445;0.4512828992416046;0.44211712167513273;0.43310975556013165;0.43744680943803527;0.4290924679672562;0.44578493027672733
k:1 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.3;0.4517978388946131;0.4448087334974063;0.4449782138848599;0.4617544720679509;0.4488039447934906;0.47161618199460087;0.47039077013329855;0.46920806388933767;0.4597655461336564;0.47239317687062027;0.44976667723432473;0.46193677440591485;0.47278208360665763;0.4736842105263158;0.46896330133821246;0.45701309189065886;0.4615250998784089;0.4686737553310596;0.4558157322174061;0.47358170789332277;0.4740774593226118;0.4793095155823062;0.49058158855415396;0.4727101431562264;0.46088513301970224;0.4774480887105563;0.48541713632562955;0.4637226602688259;0.48941236795334747;0.46502884397049576;0.46307055084157034;0.46454946343615044;0.4710677234933469;0.47063805759457933;0.4793678771489279;0.4571366680126523;0.45875146869040967;0.45549057829759587;0.45549057829759587;0.46598500715791796
k:3 | numlayers:1 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.4109753224269866;0.42546962113168696;0.44596743539785655;0.4444444444444445;0.43264801707673295;0.43748865904554524;0.44018844118318323;0.443818439224524;0.4335456655309363;0.4284242129540821;0.4307183524178905;0.43053092986603625;0.4300780049756668;0.4329678629648127;0.42718614718614717;0.435971241483433;0.4300700512298632;0.42752948967978255;0.42684889768813983;0.4189359404990403;0.4217660137935609;0.4422095657205125;0.4860601652233245;0.42302792659087196;0.41852173794939357;0.42964015934976474;0.42202212164176395;0.42198874175622714;0.4265076965608108;0.45171614945923666;0.41868681847933004;0.42772796160646626;0.42524068560692935;0.43976395015671266;0.4381498584302691;0.4338394698538756;0.4219738587164563;0.42892765241941777;0.4174382296150125;0.4315132292137622
k:3 | numlayers:2 | r:0.3 | lr:0.001 | epoch:2000 | alpha:0.1 | mt:300 | eps:0.1;0.43013606853230785;0.42707621970944065;0.44386360607867337;0.44656044411395746;0.4268563470503376;0.4532974978660967;0.43922318274142014;0.44881092129019956;0.44640224729053446;0.4347718603844526;0.42452161587526577;0.44103896103896106;0.4370999388851362;0.4275536388577435;0.43804912373669647;0.4228724600664107;0.42092023896866154;0.4418526513104305;0.41947539904522835;0.44635400083402066;0.43612767748406045;0.44625686813186816;0.4418930329303705;0.44032523819757863;0.43933617403005154;0.4421104585783745;0.43170321668469397;0.4332869821017364;0.42935590742835944;0.4406995768941361;0.42581037481815;0.42948876544758013;0.4409561375408211;0.43725434521524636;0.43187905191976184;0.4419278078354692;0.415806852427731;0.4372580107376888;0.4332869821017364;0.43567948420977926
